transaction_id,account_number,customer_name,email,transaction_date,amount,currency,balance,status,remarks
84,00058154, Customer 84 ,user84@mail.com,07/12/2023,$1424.01,EUR,4514.7, CLOSED, OK 
85,22858,Customer 85,user85test.org,2024-12-09,2620.28,EUR,6825.38, CLOSED,Processed
86,32440,Customer 86,user86@mail.com,2024-05-22,3292.66,EUR,4324.85,PENDING ,Processed
87,00075897,Customer 87,user87@example.com,2024-05-21,$1293.13,INR,8280.09,PENDING ,Processed
88,87242, Customer 88 ,user88@test.org,28/10/2024,170.69,EUR,8567.91,ACTIVE,Processed
89,57135,Customer 89,user89@example.com,2023-06-27,741.65,USD,6135.02,PENDING ,Processed
90,00074637,Customer 90,user90mail.com,2024-03-22,$1905.41,EUR,1699.09,active, OK 
91,96736,Customer 91,user91@test.org,2025-09-05,1214.38,USD,9389.73,PENDING ,Processed
92,64708, Customer 92 ,user92@example.com,27/04/2023,2098.65,EUR,8196.3, CLOSED,Processed
93,00083759,Customer 93,user93@mail.com,2024-12-15,$2660.64,USD,8876.35,PENDING ,Processed
94,64583,Customer 94,user94@example.com,2025-06-02,1600.14,USD,6365.41,active,Processed
95,79343,Customer 95,user95mail.com,2024-06-10,2523.36,EUR,1659.5,ACTIVE,Processed
96,00093937, Customer 96 ,user96@mail.com,13/05/2024,$3743.85,USD,4721.48,PENDING , OK 
97,41360,Customer 97,user97@test.org,2023-06-06,325.87,EUR,1307.04,ACTIVE,Processed
98,88238,Customer 98,user98@test.org,2024-10-25,2090.93,EUR,3914.64, CLOSED,Processed
99,00071780,Customer 99,user99@example.com,2025-08-03,$4036.46,EUR,4839.51, CLOSED,Processed
100,58198, Customer 100 ,user100example.com,16/02/2025,903.32,EUR,3354.58,active,Processed
