transaction_id,account_number,customer_name,email,transaction_date,amount,currency,balance,status,remarks
53,34307,Customer 53,user53@mail.com,2024-11-20,1585.06,EUR,9355.69, CLOSED,Processed
54,00092542,Customer 54,user54@mail.com,2023-06-07,$2782.7,EUR,7261.27,PENDING , OK 
55,29005,Customer 55,user55mail.com,2024-03-06,3470.63,EUR,6737.53,active,Processed
56,59289, Customer 56 ,user56@test.org,22/07/2024,280.67,EUR,6858.63, CLOSED,Processed
57,00094009,Customer 57,user57@mail.com,2023-05-23,$3090.85,INR,6608.56, CLOSED,Processed
58,42341,Customer 58,user58@example.com,2024-11-07,3905.41,INR,9616.32,active,Processed
59,12046,Customer 59,user59@example.com,2025-08-01,4628.14,EUR,7930.93,ACTIVE,Processed
60,00037922, Customer 60 ,user60test.org,13/05/2025,$4473.62,INR,2427.63,ACTIVE, OK 
61,26793,Customer 61,user61@mail.com,2024-07-09,4823.35,INR,3149.35,ACTIVE,Processed
62,57170,Customer 62,user62@test.org,2025-05-02,3555.31,USD,5106.09,active,Processed
63,00081609,Customer 63,user63@test.org,2023-11-29,$882.53,USD,5369.92, CLOSED,Processed
64,72089, Customer 64 ,user64@example.com,29/12/2024,1271.18,INR,3266.19,ACTIVE,Processed
65,19985,Customer 65,user65example.com,2024-03-18,400.23,INR,7079.82,active,Processed
66,00090809,Customer 66,user66@example.com,2024-10-29,$3414.0,INR,4378.68, CLOSED, OK 
67,32988,Customer 67,user67@mail.com,2023-09-18,270.67,USD,6733.3, CLOSED,Processed
68,18208, Customer 68 ,user68@mail.com,06/02/2025,1497.15,INR,2235.98,active,Processed
69,00056494,Customer 69,user69@example.com,2025-09-12,$1631.62,INR,4751.45,ACTIVE,Processed
70,30172,Customer 70,user70example.com,2023-07-23,3080.75,USD,5635.31,PENDING ,Processed
71,92977,Customer 71,user71@example.com,2023-11-24,821.0,EUR,2451.24,PENDING ,Processed
72,00019126, Customer 72 ,user72@mail.com,08/12/2023,$2067.19,INR,3630.17, CLOSED, OK 
73,63656,Customer 73,user73@example.com,2025-06-20,2329.42,EUR,1294.78, CLOSED,Processed
74,20917,Customer 74,user74@example.com,2024-01-21,1450.88,USD,1066.06,active,Processed
75,00095761,Customer 75,user75example.com,2024-12-14,$4341.63,USD,4555.09,active,Processed
76,96898, Customer 76 ,user76@mail.com,06/08/2025,1152.36,USD,6612.05,active,Processed
77,54529,Customer 77,user77@test.org,2023-05-21,620.34,INR,8294.78,ACTIVE,Processed
78,00019362,Customer 78,user78@mail.com,2023-11-12,$1211.86,INR,4114.94,active, OK 
79,31019,Customer 79,user79@test.org,2023-04-26,4833.78,EUR,7143.88, CLOSED,Processed
80,30027, Customer 80 ,user80example.com,30/11/2024,184.13,EUR,2319.94,ACTIVE,Processed
81,00080134,Customer 81,user81@test.org,2025-05-27,$2494.43,USD,9048.04, CLOSED,Processed
82,66424,Customer 82,user82@example.com,2024-04-28,134.34,EUR,7227.81, CLOSED,Processed
83,90010,Customer 83,user83@mail.com,2025-07-27,2740.14,INR,6968.51,active,Processed
84,00076170, Customer 84 ,user84@mail.com,07/08/2024,$203.88,USD,1474.93, CLOSED, OK 
85,88863,Customer 85,user85test.org,2025-03-14,828.01,USD,6650.31,ACTIVE,Processed
86,52572,Customer 86,user86@mail.com,2024-02-27,3857.31,USD,3446.52,ACTIVE,Processed
87,00092865,Customer 87,user87@example.com,2025-05-29,$2768.78,EUR,1682.1, CLOSED,Processed
88,46808, Customer 88 ,user88@test.org,25/02/2025,3892.84,EUR,5269.88,ACTIVE,Processed
89,29397,Customer 89,user89@test.org,2025-11-26,2630.64,EUR,3165.43,active,Processed
90,00060794,Customer 90,user90example.com,2024-04-22,$3372.73,EUR,6193.62, CLOSED, OK 
91,70061,Customer 91,user91@test.org,2025-04-06,4175.1,USD,4814.99, CLOSED,Processed
92,54442, Customer 92 ,user92@test.org,11/01/2026,3497.39,INR,7042.93,active,Processed
93,00069088,Customer 93,user93@test.org,2025-06-06,$3103.24,EUR,9487.09,PENDING ,Processed
94,93124,Customer 94,user94@test.org,2024-08-23,2751.52,USD,9690.5,active,Processed
95,77072,Customer 95,user95test.org,2025-07-12,4162.29,USD,7007.97,ACTIVE,Processed
96,00026490, Customer 96 ,user96@test.org,01/06/2023,$218.81,EUR,2465.97, CLOSED, OK 
97,60882,Customer 97,user97@test.org,2023-10-03,3020.03,USD,8635.04, CLOSED,Processed
98,52350,Customer 98,user98@mail.com,2024-07-17,4797.07,EUR,1875.76,ACTIVE,Processed
99,00010231,Customer 99,user99@example.com,2023-08-18,$708.04,EUR,2104.89,ACTIVE,Processed
100,15851, Customer 100 ,user100example.com,13/02/2025,4965.4,EUR,4836.04,PENDING ,Processed
101,19411,Customer 101,user101@example.com,2024-07-20,768.69,USD,1128.64,PENDING ,Processed
102,00069315,Customer 102,user102@mail.com,2025-08-05,$4876.65,INR,3533.75,ACTIVE, OK 
103,36522,Customer 103,user103@example.com,2023-11-17,3690.77,USD,7228.75,PENDING ,Processed
104,82754, Customer 104 ,user104@mail.com,13/08/2024,1928.8,EUR,8529.9,active,Processed
105,00075945,Customer 105,user105test.org,2025-04-10,$504.77,EUR,3046.46, CLOSED,Processed
106,53812,Customer 106,user106@example.com,2025-10-04,2456.38,INR,4199.57, CLOSED,Processed
107,51669,Customer 107,user107@test.org,2025-05-24,4633.58,USD,9817.37,ACTIVE,Processed
108,00019327, Customer 108 ,user108@mail.com,29/03/2024,$3885.12,EUR,6612.52,ACTIVE, OK 
109,47337,Customer 109,user109@mail.com,2024-01-29,1093.35,EUR,1202.29,active,Processed
110,63460,Customer 110,user110example.com,2024-07-28,3216.31,USD,7279.26,active,Processed
111,00035752,Customer 111,user111@mail.com,2024-03-31,$3206.16,INR,6385.49,ACTIVE,Processed
112,52012, Customer 112 ,user112@example.com,01/04/2025,3998.86,USD,1189.68,ACTIVE,Processed
113,58634,Customer 113,user113@mail.com,2024-04-06,4381.76,EUR,8132.34, CLOSED,Processed
114,00032787,Customer 114,user114@test.org,2025-08-07,$1738.15,EUR,1905.27,ACTIVE, OK 
115,88744,Customer 115,user115example.com,2025-05-12,1744.8,INR,4242.17,active,Processed
116,76747, Customer 116 ,user116@mail.com,21/05/2025,3647.96,EUR,1657.43,active,Processed
117,00061585,Customer 117,user117@test.org,2025-06-15,$4210.75,USD,3363.0,ACTIVE,Processed
118,49523,Customer 118,user118@test.org,2025-09-28,380.35,USD,8727.34,ACTIVE,Processed
119,17292,Customer 119,user119@mail.com,2023-08-18,4099.41,INR,8656.35,active,Processed
120,00057589, Customer 120 ,user120example.com,16/12/2025,$4586.43,EUR,2745.93,PENDING , OK 
121,33709,Customer 121,user121@test.org,2023-06-19,3823.84,EUR,3604.86,active,Processed
122,14144,Customer 122,user122@example.com,2024-08-06,1190.79,USD,5543.84,PENDING ,Processed
123,00014009,Customer 123,user123@mail.com,2024-02-03,$2172.65,INR,7182.57,PENDING ,Processed
124,99689, Customer 124 ,user124@example.com,18/04/2025,4143.14,USD,4887.3,ACTIVE,Processed
125,86864,Customer 125,user125mail.com,2024-09-08,3981.49,EUR,9284.75, CLOSED,Processed
126,00052359,Customer 126,user126@example.com,2024-06-03,$4252.67,USD,4853.42,ACTIVE, OK 
127,47277,Customer 127,user127@test.org,2025-03-12,268.28,USD,5858.69,ACTIVE,Processed
128,19841, Customer 128 ,user128@mail.com,07/05/2024,678.53,EUR,7095.5,ACTIVE,Processed
129,00023579,Customer 129,user129@example.com,2024-06-12,$1605.3,EUR,7415.6,PENDING ,Processed
130,30534,Customer 130,user130example.com,2024-01-04,1658.51,EUR,3900.66,ACTIVE,Processed
131,56160,Customer 131,user131@test.org,2025-03-23,142.23,USD,7295.83,active,Processed
132,00081682, Customer 132 ,user132@test.org,25/11/2025,$1281.49,INR,7419.43, CLOSED, OK 
133,52506,Customer 133,user133@example.com,2023-10-27,4787.62,USD,7034.08, CLOSED,Processed
134,38405,Customer 134,user134@mail.com,2024-07-23,4684.04,USD,8262.91,active,Processed
135,00097217,Customer 135,user135mail.com,2023-09-20,$2158.93,EUR,8642.65, CLOSED,Processed
136,31597, Customer 136 ,user136@mail.com,29/05/2024,4152.09,INR,5280.19,ACTIVE,Processed
137,67110,Customer 137,user137@test.org,2024-11-23,3823.19,INR,3171.7, CLOSED,Processed
138,00084898,Customer 138,user138@mail.com,2025-11-18,$1740.29,INR,4614.89,active, OK 
139,67490,Customer 139,user139@example.com,2024-03-11,2270.41,INR,3527.32,ACTIVE,Processed
140,41012, Customer 140 ,user140example.com,19/07/2024,4033.4,USD,4206.88, CLOSED,Processed
141,00029736,Customer 141,user141@test.org,2024-02-06,$2763.71,EUR,5780.91,PENDING ,Processed
142,26822,Customer 142,user142@example.com,2023-09-30,3448.74,USD,3831.2, CLOSED,Processed
143,58962,Customer 143,user143@example.com,2024-03-04,1700.94,USD,9279.65,active,Processed
144,00090113, Customer 144 ,user144@mail.com,27/07/2023,$199.46,EUR,9240.71,ACTIVE, OK 
145,32026,Customer 145,user145test.org,2025-01-13,4813.39,INR,4725.88,ACTIVE,Processed
146,96606,Customer 146,user146@mail.com,2025-07-08,3188.57,INR,8588.01,active,Processed
147,00061463,Customer 147,user147@mail.com,2023-07-15,$3928.15,EUR,1260.54,ACTIVE,Processed
148,75286, Customer 148 ,user148@mail.com,16/04/2024,3980.93,INR,4010.32,active,Processed
149,98478,Customer 149,user149@test.org,2024-05-08,2599.8,INR,7248.97,ACTIVE,Processed
150,00082694,Customer 150,user150test.org,2024-05-11,$4263.22,EUR,6009.64,ACTIVE, OK 
151,74168,Customer 151,user151@mail.com,2024-12-05,4559.39,USD,6899.86,active,Processed
152,53133, Customer 152 ,user152@example.com,31/10/2025,4478.43,EUR,2853.77,active,Processed
153,00054493,Customer 153,user153@mail.com,2025-01-09,$186.66,INR,2881.41,ACTIVE,Processed
154,82090,Customer 154,user154@test.org,2023-09-07,2028.03,EUR,2442.2, CLOSED,Processed
155,27478,Customer 155,user155test.org,2023-09-28,3605.09,EUR,4264.76,active,Processed
156,00012597, Customer 156 ,user156@mail.com,05/08/2024,$2213.0,INR,3261.5,PENDING , OK 
157,32985,Customer 157,user157@test.org,2023-10-16,4938.7,EUR,3854.03,PENDING ,Processed
158,38283,Customer 158,user158@test.org,2024-02-23,2599.03,USD,6286.68,PENDING ,Processed
159,00034553,Customer 159,user159@mail.com,2023-10-04,$2412.88,INR,7592.57,ACTIVE,Processed
160,93346, Customer 160 ,user160mail.com,18/09/2023,2125.69,USD,6486.6,ACTIVE,Processed
161,42053,Customer 161,user161@mail.com,2024-03-03,769.97,INR,8050.81,ACTIVE,Processed
162,00069138,Customer 162,user162@test.org,2024-02-10,$3736.03,INR,4875.9,active, OK 
163,57747,Customer 163,user163@example.com,2023-09-10,2342.74,EUR,1549.53,PENDING ,Processed
164,84726, Customer 164 ,user164@example.com,12/08/2024,3946.46,EUR,4489.26, CLOSED,Processed
165,00099827,Customer 165,user165test.org,2023-05-12,$1575.08,INR,5909.39, CLOSED,Processed
166,54786,Customer 166,user166@mail.com,2025-07-09,238.94,INR,3212.13,ACTIVE,Processed
167,90782,Customer 167,user167@example.com,2023-05-10,1827.88,USD,3612.07, CLOSED,Processed
168,00074052, Customer 168 ,user168@test.org,12/08/2024,$166.94,EUR,2302.24,active, OK 
169,48754,Customer 169,user169@test.org,2025-10-25,833.47,EUR,1205.51,PENDING ,Processed
170,49169,Customer 170,user170mail.com,2024-08-20,4593.91,EUR,1376.94,PENDING ,Processed
171,00085470,Customer 171,user171@example.com,2024-09-10,$2622.69,EUR,5947.81,PENDING ,Processed
172,29915, Customer 172 ,user172@test.org,16/05/2024,2425.34,USD,7377.3,active,Processed
173,58021,Customer 173,user173@test.org,2025-08-17,2406.07,EUR,4027.77,PENDING ,Processed
174,00083800,Customer 174,user174@example.com,2023-05-12,$1662.56,INR,7927.54, CLOSED, OK 
175,67795,Customer 175,user175mail.com,2024-03-22,3568.13,EUR,5877.48,PENDING ,Processed
176,99711, Customer 176 ,user176@mail.com,03/04/2025,2873.5,INR,9866.01,active,Processed
177,00030101,Customer 177,user177@mail.com,2024-10-18,$2020.85,EUR,2058.77,active,Processed
178,68200,Customer 178,user178@example.com,2023-07-09,3302.45,INR,5305.5, CLOSED,Processed
179,22961,Customer 179,user179@example.com,2025-05-31,2216.33,USD,4000.22,active,Processed
180,00094110, Customer 180 ,user180test.org,08/07/2025,$1762.57,EUR,7329.69,ACTIVE, OK 
181,18104,Customer 181,user181@mail.com,2025-12-21,403.66,EUR,4221.09,active,Processed
182,37437,Customer 182,user182@test.org,2025-09-13,2321.04,EUR,2480.41, CLOSED,Processed
183,00069919,Customer 183,user183@example.com,2025-01-03,$2867.05,INR,2179.68,active,Processed
184,22673, Customer 184 ,user184@example.com,04/11/2025,1002.81,EUR,9889.32, CLOSED,Processed
185,43153,Customer 185,user185mail.com,2024-05-09,863.58,USD,3140.95,ACTIVE,Processed
186,00058827,Customer 186,user186@example.com,2025-10-24,$1816.35,EUR,4730.94,ACTIVE, OK 
187,99976,Customer 187,user187@mail.com,2024-04-29,3859.0,EUR,3905.64,active,Processed
188,26174, Customer 188 ,user188@mail.com,03/02/2025,2458.21,EUR,2947.48,active,Processed
189,00011338,Customer 189,user189@mail.com,2024-12-26,$1361.82,EUR,7759.42,PENDING ,Processed
190,82377,Customer 190,user190example.com,2023-09-23,2724.9,USD,5132.5,ACTIVE,Processed
191,94224,Customer 191,user191@example.com,2024-02-03,4098.8,EUR,7739.65,ACTIVE,Processed
192,00080289, Customer 192 ,user192@example.com,21/08/2024,$1645.72,USD,1035.06,active, OK 
193,53869,Customer 193,user193@mail.com,2023-11-01,4772.38,INR,9285.33,ACTIVE,Processed
194,85924,Customer 194,user194@test.org,2026-01-12,3974.54,USD,1694.57,PENDING ,Processed
195,00098584,Customer 195,user195mail.com,2024-07-31,$4291.54,INR,3170.61, CLOSED,Processed
196,47498, Customer 196 ,user196@test.org,25/04/2024,4933.74,INR,4841.37,PENDING ,Processed
197,68809,Customer 197,user197@example.com,2023-06-24,1139.32,INR,6713.58, CLOSED,Processed
198,00021903,Customer 198,user198@example.com,2025-09-26,$4390.95,INR,7070.02,ACTIVE, OK 
199,83590,Customer 199,user199@example.com,2024-03-16,1448.39,INR,7121.18, CLOSED,Processed
200,45327, Customer 200 ,user200example.com,22/07/2025,2744.26,INR,4438.53, CLOSED,Processed
201,00023856,Customer 201,user201@test.org,2025-10-03,$4193.64,INR,3634.45,active,Processed
202,42943,Customer 202,user202@test.org,2023-10-11,2443.59,USD,9755.3,active,Processed
203,22583,Customer 203,user203@example.com,2025-04-09,1313.02,INR,3155.01, CLOSED,Processed
204,00062453, Customer 204 ,user204@mail.com,24/12/2025,$2524.43,INR,3375.68,ACTIVE, OK 
205,75038,Customer 205,user205example.com,2025-08-04,3929.5,EUR,4251.45,active,Processed
206,99231,Customer 206,user206@mail.com,2024-12-18,1477.58,EUR,6795.27,PENDING ,Processed
207,00015726,Customer 207,user207@test.org,2024-04-21,$2922.81,USD,6180.32,ACTIVE,Processed
208,14807, Customer 208 ,user208@test.org,27/02/2025,4920.45,INR,2279.41,active,Processed
209,11482,Customer 209,user209@example.com,2023-05-22,4155.36,INR,7901.47,ACTIVE,Processed
210,00016787,Customer 210,user210example.com,2025-07-22,$2231.41,EUR,3365.14,ACTIVE, OK 
211,25586,Customer 211,user211@mail.com,2023-07-18,2478.81,INR,2002.5,ACTIVE,Processed
212,82861, Customer 212 ,user212@mail.com,08/04/2025,2190.54,EUR,8343.3,ACTIVE,Processed
213,00031719,Customer 213,user213@mail.com,2024-08-23,$954.02,USD,7536.19,ACTIVE,Processed
214,46464,Customer 214,user214@example.com,2023-10-26,4219.92,EUR,7579.16, CLOSED,Processed
215,61203,Customer 215,user215test.org,2025-12-14,321.39,INR,7595.33,ACTIVE,Processed
216,00073715, Customer 216 ,user216@test.org,07/05/2025,$3085.44,EUR,5317.45, CLOSED, OK 
217,45009,Customer 217,user217@test.org,2025-02-21,265.64,EUR,9823.79, CLOSED,Processed
218,28701,Customer 218,user218@test.org,2024-06-28,3822.39,USD,1555.26,ACTIVE,Processed
219,00068960,Customer 219,user219@test.org,2023-12-29,$4608.85,INR,5187.51, CLOSED,Processed
220,97045, Customer 220 ,user220test.org,17/03/2024,3158.49,INR,7389.87,active,Processed
221,84130,Customer 221,user221@example.com,2024-12-30,4585.17,USD,2357.96,active,Processed
222,00021280,Customer 222,user222@mail.com,2025-11-05,$2879.59,INR,8936.56, CLOSED, OK 
223,87826,Customer 223,user223@mail.com,2025-11-23,2905.28,INR,7195.42, CLOSED,Processed
224,75020, Customer 224 ,user224@mail.com,17/06/2025,452.67,USD,3139.98,active,Processed
225,00096053,Customer 225,user225example.com,2025-03-04,$3024.1,USD,9031.48,active,Processed
226,73504,Customer 226,user226@test.org,2024-03-01,2081.35,USD,1426.34,active,Processed
227,47160,Customer 227,user227@mail.com,2025-10-10,4112.26,EUR,1398.96,PENDING ,Processed
228,00094932, Customer 228 ,user228@test.org,30/09/2024,$822.68,INR,7756.34,PENDING , OK 
229,76284,Customer 229,user229@test.org,2023-08-25,526.04,EUR,9981.85,PENDING ,Processed
230,74150,Customer 230,user230example.com,2024-07-31,1410.88,EUR,4448.82,PENDING ,Processed
231,00074571,Customer 231,user231@mail.com,2023-05-09,$1475.48,USD,3419.17,ACTIVE,Processed
232,75824, Customer 232 ,user232@example.com,29/11/2025,3671.5,USD,6834.48,PENDING ,Processed
233,47001,Customer 233,user233@example.com,2023-10-23,291.07,EUR,7688.58,PENDING ,Processed
234,00029403,Customer 234,user234@mail.com,2024-05-22,$4641.79,EUR,3832.2,PENDING , OK 
235,32194,Customer 235,user235mail.com,2024-07-18,3406.15,EUR,4595.82,ACTIVE,Processed
236,15393, Customer 236 ,user236@example.com,02/06/2023,2017.94,EUR,8284.77,PENDING ,Processed
237,00092369,Customer 237,user237@example.com,2025-12-26,$2501.39,USD,9896.19,active,Processed
238,65812,Customer 238,user238@mail.com,2024-12-03,4053.71,EUR,9560.23,PENDING ,Processed
239,63821,Customer 239,user239@mail.com,2025-11-28,2328.43,EUR,3320.88,active,Processed
240,00055988, Customer 240 ,user240example.com,29/06/2024,$4433.38,INR,8424.17,ACTIVE, OK 
241,52768,Customer 241,user241@mail.com,2026-01-11,474.14,INR,7480.34,active,Processed
242,47874,Customer 242,user242@mail.com,2025-04-04,4572.49,EUR,9171.53,PENDING ,Processed
243,00029086,Customer 243,user243@example.com,2025-04-15,$2630.59,INR,4764.01,PENDING ,Processed
244,38816, Customer 244 ,user244@test.org,09/09/2024,1199.95,EUR,4302.86,active,Processed
245,11153,Customer 245,user245mail.com,2023-11-17,2468.51,INR,2059.34,ACTIVE,Processed
246,00051618,Customer 246,user246@mail.com,2024-02-24,$4450.3,USD,2815.26, CLOSED, OK 
247,94206,Customer 247,user247@mail.com,2023-08-05,3758.0,USD,7082.67,PENDING ,Processed
248,50585, Customer 248 ,user248@mail.com,20/12/2023,614.54,INR,4167.07,ACTIVE,Processed
249,00047927,Customer 249,user249@test.org,2024-08-15,$4177.77,USD,2613.58,PENDING ,Processed
250,50090,Customer 250,user250example.com,2024-05-16,1672.12,USD,9854.38,ACTIVE,Processed
251,19702,Customer 251,user251@example.com,2023-11-03,2876.76,USD,3925.74, CLOSED,Processed
252,00064095, Customer 252 ,user252@mail.com,12/08/2025,$4611.16,USD,1143.09, CLOSED, OK 
253,91845,Customer 253,user253@mail.com,2024-04-04,2384.63,EUR,5984.63,active,Processed
254,19078,Customer 254,user254@test.org,2025-05-16,2298.44,INR,5294.8, CLOSED,Processed
255,00033657,Customer 255,user255test.org,2025-02-03,$701.44,EUR,9251.6,active,Processed
256,92349, Customer 256 ,user256@test.org,24/04/2025,1687.57,INR,7287.79,active,Processed
257,58786,Customer 257,user257@test.org,2023-10-23,4275.51,USD,3691.54,PENDING ,Processed
258,00061181,Customer 258,user258@test.org,2024-04-23,$700.48,INR,2358.2,PENDING , OK 
259,12409,Customer 259,user259@mail.com,2024-04-26,3637.48,EUR,9651.96,active,Processed
260,89111, Customer 260 ,user260example.com,23/08/2025,682.54,INR,3405.09,PENDING ,Processed
261,00070962,Customer 261,user261@test.org,2024-12-12,$4394.07,EUR,3836.91,active,Processed
262,18405,Customer 262,user262@test.org,2024-08-01,1837.54,EUR,5568.44, CLOSED,Processed
263,28062,Customer 263,user263@test.org,2025-02-04,629.66,EUR,8902.56,active,Processed
264,00083649, Customer 264 ,user264@example.com,02/11/2023,$1581.72,USD,7316.77, CLOSED, OK 
265,32879,Customer 265,user265test.org,2024-05-07,288.98,USD,2021.99,active,Processed
266,75345,Customer 266,user266@example.com,2025-07-01,1929.86,EUR,8806.82,PENDING ,Processed
267,00055423,Customer 267,user267@example.com,2023-05-10,$4090.25,EUR,9353.9, CLOSED,Processed
268,31840, Customer 268 ,user268@test.org,24/10/2024,1833.83,INR,2307.19,active,Processed
269,78023,Customer 269,user269@mail.com,2024-12-12,1850.02,EUR,2797.32,PENDING ,Processed
270,00020593,Customer 270,user270example.com,2023-05-03,$113.88,EUR,8384.74,ACTIVE, OK 
271,53336,Customer 271,user271@test.org,2025-10-28,2330.59,EUR,3891.41,ACTIVE,Processed
272,89460, Customer 272 ,user272@example.com,03/05/2023,3191.15,EUR,9512.59,PENDING ,Processed
273,00086247,Customer 273,user273@example.com,2024-07-19,$1506.66,USD,5104.69, CLOSED,Processed
274,88391,Customer 274,user274@mail.com,2023-09-04,321.17,USD,3196.8,active,Processed
275,62655,Customer 275,user275test.org,2025-01-10,2968.66,USD,1356.55,ACTIVE,Processed
276,00077097, Customer 276 ,user276@mail.com,05/04/2024,$1214.71,EUR,3401.25,ACTIVE, OK 
277,92500,Customer 277,user277@example.com,2023-08-03,4962.22,INR,8308.21,PENDING ,Processed
278,93695,Customer 278,user278@example.com,2025-12-22,1826.81,USD,5706.99,PENDING ,Processed
279,00083574,Customer 279,user279@mail.com,2025-04-01,$1177.74,USD,8950.99,ACTIVE,Processed
280,82702, Customer 280 ,user280test.org,07/01/2025,3617.55,EUR,6221.09, CLOSED,Processed
281,24900,Customer 281,user281@mail.com,2025-07-19,636.04,EUR,9804.32,active,Processed
282,00016656,Customer 282,user282@mail.com,2023-08-11,$4869.83,USD,8169.58,PENDING , OK 
283,94982,Customer 283,user283@example.com,2025-12-11,105.04,INR,2055.32,ACTIVE,Processed
284,95774, Customer 284 ,user284@test.org,25/11/2023,447.39,INR,5332.18,active,Processed
285,00013391,Customer 285,user285mail.com,2026-01-06,$3671.29,INR,3060.74, CLOSED,Processed
286,39549,Customer 286,user286@example.com,2024-09-02,1407.18,EUR,5822.58, CLOSED,Processed
