transaction_id,account_number,customer_name,email,transaction_date,amount,currency,balance,status,remarks
175,98992,Customer 175,user175example.com,9/10/2023,4843.87,USD,7501.07,ACTIVE,Processed
176,34387, Customer 176 ,user176@test.org,23/08/2023,1417.63,USD,1023.29,ACTIVE,Processed
177,00028322,Customer 177,user177@test.org,3/25/2025,"$1,016.26 ",EUR,1711.73,PENDING ,Processed
178,46146,Customer 178,user178@mail.com,2/2/2025,2214.21,INR,7377.73, CLOSED,Processed
179,79340,Customer 179,user179@example.com,12/11/2023,4976.81,EUR,5640.45,PENDING ,Processed
180,00042176, Customer 180 ,user180example.com,24/07/2024,"$2,393.87 ",EUR,3005.66,active, OK 
181,98163,Customer 181,user181@example.com,11/29/2025,990.39,USD,8072.81,active,Processed
182,81765,Customer 182,user182@test.org,2/13/2025,179.67,EUR,4996.34, CLOSED,Processed
183,00087030,Customer 183,user183@example.com,4/30/2025,"$1,010.65 ",INR,6048.91,PENDING ,Processed
184,45405, Customer 184 ,user184@test.org,23/02/2024,1792.87,INR,3480.9, CLOSED,Processed
185,21028,Customer 185,user185example.com,7/3/2025,3446.38,EUR,5660.26,ACTIVE,Processed
186,00044219,Customer 186,user186@example.com,6/25/2023,"$2,276.37 ",EUR,1645.2,active, OK 
187,14351,Customer 187,user187@mail.com,1/29/2024,2587.96,USD,6849.48,PENDING ,Processed
188,66759, Customer 188 ,user188@mail.com,11/6/2025,2859.32,USD,6679.52,ACTIVE,Processed
189,00071005,Customer 189,user189@mail.com,9/16/2025,"$4,809.09 ",INR,9759.6, CLOSED,Processed
190,55279,Customer 190,user190test.org,7/4/2024,1029.88,USD,8906.52,PENDING ,Processed
191,85073,Customer 191,user191@test.org,2/17/2025,3642.93,EUR,4640.08,ACTIVE,Processed
192,00092837, Customer 192 ,user192@mail.com,31/08/2024,"$1,007.82 ",USD,4348.04,ACTIVE, OK 
193,42972,Customer 193,user193@test.org,10/2/2024,2873.4,INR,9097.07,PENDING ,Processed
194,38526,Customer 194,user194@test.org,10/7/2025,2080.51,USD,6632.32,ACTIVE,Processed
195,00089528,Customer 195,user195mail.com,3/22/2024,"$1,077.77 ",INR,4984.23,active,Processed
196,65333, Customer 196 ,user196@mail.com,18/09/2025,3226.95,EUR,7398.62,ACTIVE,Processed
197,24889,Customer 197,user197@mail.com,12/31/2024,1728.3,USD,2915.37, CLOSED,Processed
198,00042753,Customer 198,user198@example.com,1/29/2025,"$3,201.41 ",EUR,2342.58,PENDING , OK 
199,42967,Customer 199,user199@test.org,1/7/2026,2689.32,USD,5376.25,ACTIVE,Processed
200,29562, Customer 200 ,user200example.com,6/4/2024,2353.93,EUR,3565.44,ACTIVE,Processed
201,00020171,Customer 201,user201@test.org,10/8/2025,"$4,296.95 ",EUR,4123.25,active,Processed
202,40656,Customer 202,user202@mail.com,12/19/2025,1075.61,INR,5910.55,active,Processed
203,65517,Customer 203,user203@test.org,9/17/2025,636.78,INR,1991.54,active,Processed
204,00061519, Customer 204 ,user204@example.com,7/4/2025,"$1,826.42 ",EUR,2601.98,PENDING , OK 
205,44312,Customer 205,user205mail.com,1/8/2025,3379.16,EUR,9177.67,active,Processed
206,85685,Customer 206,user206@mail.com,2/4/2025,3577.61,EUR,6902.57,active,Processed
207,00037443,Customer 207,user207@test.org,7/28/2023,"$4,412.20 ",USD,5001.56, CLOSED,Processed
208,16401, Customer 208 ,user208@example.com,28/09/2025,641.99,USD,6135.06,PENDING ,Processed
209,17701,Customer 209,user209@test.org,6/25/2024,1257.55,INR,9015.79, CLOSED,Processed
210,00065062,Customer 210,user210example.com,10/4/2024,"$3,155.12 ",INR,2132.29,PENDING , OK 
211,70279,Customer 211,user211@mail.com,3/2/2025,881.71,INR,4097.45,active,Processed
212,28479, Customer 212 ,user212@example.com,16/09/2025,1288.81,USD,2263.45,PENDING ,Processed
213,00035908,Customer 213,user213@example.com,12/17/2025,$950.07 ,INR,3460.64,PENDING ,Processed
214,57874,Customer 214,user214@example.com,6/17/2024,351.14,EUR,9836.81, CLOSED,Processed
215,41954,Customer 215,user215example.com,2/22/2024,1640.08,EUR,1549.71, CLOSED,Processed
216,00063928, Customer 216 ,user216@mail.com,17/12/2024,"$2,739.16 ",USD,9626.26,PENDING , OK 
217,89100,Customer 217,user217@test.org,6/10/2025,2069.02,USD,8544.96,PENDING ,Processed
218,34854,Customer 218,user218@mail.com,11/12/2023,4465.59,INR,2009.22,PENDING ,Processed
219,00031268,Customer 219,user219@example.com,7/13/2023,"$4,844.88 ",USD,1190.3, CLOSED,Processed
220,91836, Customer 220 ,user220example.com,25/07/2025,1568.64,INR,7170.51,ACTIVE,Processed
221,42423,Customer 221,user221@example.com,2/2/2025,3184.84,EUR,6523.66,PENDING ,Processed
222,00063460,Customer 222,user222@mail.com,1/7/2024,"$2,416.27 ",EUR,2886.25,ACTIVE, OK 
223,76586,Customer 223,user223@example.com,6/10/2024,1592.74,USD,2877.73,PENDING ,Processed
224,57498, Customer 224 ,user224@example.com,18/02/2024,3891.43,EUR,8360.14,active,Processed
225,00054081,Customer 225,user225mail.com,9/23/2024,"$2,144.68 ",USD,4769.85,PENDING ,Processed
226,51219,Customer 226,user226@mail.com,5/28/2024,4868.1,EUR,5642.64,active,Processed
227,53084,Customer 227,user227@example.com,4/5/2025,4379.19,INR,3590.08, CLOSED,Processed
228,00093108, Customer 228 ,user228@example.com,25/08/2023,"$4,167.25 ",USD,6711.41, CLOSED, OK 
229,15826,Customer 229,user229@example.com,5/23/2024,910.07,INR,5312,PENDING ,Processed
230,99698,Customer 230,user230mail.com,6/28/2025,3036.62,USD,8496.15, CLOSED,Processed
231,00024923,Customer 231,user231@test.org,5/24/2024,$805.03 ,INR,3749.96,PENDING ,Processed
232,80592, Customer 232 ,user232@mail.com,28/07/2023,4009.28,INR,5161.01, CLOSED,Processed
233,49110,Customer 233,user233@test.org,4/1/2024,2809.64,INR,1663.16,ACTIVE,Processed
234,00044379,Customer 234,user234@mail.com,6/30/2024,"$1,801.21 ",EUR,3333.57,PENDING , OK 
235,36513,Customer 235,user235mail.com,8/21/2023,1476.24,USD,7650.43,ACTIVE,Processed
236,14852, Customer 236 ,user236@example.com,15/07/2023,328.96,EUR,4741.4,PENDING ,Processed
237,00088846,Customer 237,user237@example.com,10/30/2025,"$3,836.25 ",USD,3813.8,PENDING ,Processed
238,69434,Customer 238,user238@mail.com,1/17/2024,2487.43,EUR,5635.58, CLOSED,Processed
239,54522,Customer 239,user239@test.org,6/2/2023,1599.24,INR,6490.25,ACTIVE,Processed
240,00048274, Customer 240 ,user240mail.com,7/5/2024,"$2,913.61 ",USD,2081.77,active, OK 
241,63358,Customer 241,user241@example.com,4/2/2025,1525.22,INR,6967.17,ACTIVE,Processed
242,60340,Customer 242,user242@mail.com,6/25/2024,4578.19,USD,1067.4,PENDING ,Processed
243,00034007,Customer 243,user243@mail.com,11/30/2023,"$1,163.77 ",USD,1556.6,PENDING ,Processed
244,92797, Customer 244 ,user244@test.org,2/9/2024,1810.28,EUR,5648.99,ACTIVE,Processed
245,64056,Customer 245,user245mail.com,6/7/2023,2822.59,USD,1505.81,ACTIVE,Processed
246,00049005,Customer 246,user246@test.org,9/26/2024,"$3,218.30 ",INR,9790.89,PENDING , OK 
247,19666,Customer 247,user247@example.com,6/13/2024,1956.4,INR,7940.88,PENDING ,Processed
248,32155, Customer 248 ,user248@example.com,29/05/2024,2195.79,EUR,9489.88,PENDING ,Processed
249,00092965,Customer 249,user249@example.com,12/31/2025,"$2,324.01 ",EUR,4143.67,active,Processed
250,51513,Customer 250,user250test.org,7/13/2025,4516.99,EUR,9890.8, CLOSED,Processed
251,73694,Customer 251,user251@mail.com,6/6/2025,1060.86,INR,3055.68,PENDING ,Processed
252,00052372, Customer 252 ,user252@example.com,17/08/2025,"$2,538.52 ",EUR,1882.39,ACTIVE, OK 
253,95489,Customer 253,user253@mail.com,10/25/2025,631.76,USD,3563.16,active,Processed
254,90443,Customer 254,user254@example.com,12/9/2025,2894.19,USD,6479.54, CLOSED,Processed
255,00083447,Customer 255,user255mail.com,11/29/2025,"$4,563.76 ",EUR,2143.77, CLOSED,Processed
256,77319, Customer 256 ,user256@example.com,19/06/2023,1183.18,EUR,5286, CLOSED,Processed
257,58272,Customer 257,user257@example.com,11/10/2025,4852.52,USD,9299.26, CLOSED,Processed
258,00049974,Customer 258,user258@mail.com,5/24/2023,"$2,388.95 ",INR,9774.8,active, OK 
259,29017,Customer 259,user259@mail.com,11/8/2023,1883.09,INR,6962.07,ACTIVE,Processed
260,52562, Customer 260 ,user260example.com,29/04/2023,3814.27,USD,3506.25,active,Processed
261,00061557,Customer 261,user261@mail.com,12/7/2024,$667.62 ,EUR,9138.28, CLOSED,Processed
262,51624,Customer 262,user262@test.org,2/17/2024,4355.77,INR,5858.82,ACTIVE,Processed
263,36188,Customer 263,user263@mail.com,4/5/2025,4357.42,EUR,8368.09, CLOSED,Processed
264,00053001, Customer 264 ,user264@mail.com,12/5/2025,"$3,568.20 ",INR,8587.1,PENDING , OK 
265,42062,Customer 265,user265test.org,8/4/2023,2405.8,USD,3345.63,PENDING ,Processed
266,29218,Customer 266,user266@test.org,2/21/2024,4711.81,INR,7167.62,PENDING ,Processed
267,00030132,Customer 267,user267@mail.com,1/29/2024,"$2,226.31 ",USD,8159.37,active,Processed
268,99380, Customer 268 ,user268@test.org,9/10/2025,4793.73,USD,1695.43,PENDING ,Processed
269,65792,Customer 269,user269@mail.com,9/22/2023,1601.42,EUR,8616.65,PENDING ,Processed
270,00043023,Customer 270,user270mail.com,1/10/2026,"$3,519.42 ",INR,3439.28,active, OK 
271,48486,Customer 271,user271@mail.com,12/15/2024,4587.39,EUR,1385.44,active,Processed
272,75646, Customer 272 ,user272@mail.com,4/10/2024,1471.67,INR,7494.78,active,Processed
273,00012177,Customer 273,user273@example.com,6/13/2023,"$4,219.41 ",EUR,6003.53,PENDING ,Processed
274,97540,Customer 274,user274@test.org,12/16/2024,3385.37,INR,1995.35,PENDING ,Processed
275,33792,Customer 275,user275mail.com,7/15/2023,4785.21,INR,8574.47, CLOSED,Processed
276,00042614, Customer 276 ,user276@example.com,23/07/2024,"$2,674.42 ",EUR,3192.93,active, OK 
277,95299,Customer 277,user277@example.com,12/8/2024,1527.78,USD,7148.24,active,Processed
278,74899,Customer 278,user278@example.com,11/1/2024,2932.45,EUR,1165.71,ACTIVE,Processed
279,00070909,Customer 279,user279@example.com,10/24/2023,"$4,690.63 ",EUR,9865.06,ACTIVE,Processed
